run;cycles;instructions;cache-references;cache-misses;r_avg;in_avg;cs_avg;us_avg;sy_avg;id_avg;st_avg;usr_core_avg;idle_core_avg;load1;load5;load15;r_avg_processes;running_avg
1;9950697551;3640064719;705917779;39286208;1.00;7025.80;17923.00;7.00;3.00;89.80;0.00;0;92.64;0.12;0.55;1.60;1.00;1.00
2;10635551622;3884146473;782535435;42264326;3.20;4856.00;9326.60;5.60;2.40;91.80;0.00;0;94.21;0.05;0.46;1.52;3.20;1.00
3;10430671216;3971785636;785356455;41908499;1.20;5578.80;9355.20;5.00;2.40;92.40;0.00;0;92.24;0.45;0.54;1.49;1.20;1.20
4;11211481808;4265736436;830248013;44925130;1.00;6102.00;12419.00;6.60;2.60;90.80;0.00;0;92.64;0.18;0.45;1.40;1.00;1.00
5;11508320005;4267153700;829499240;44509871;1.00;8173.60;16286.80;7.60;3.00;88.80;0.00;0;91.94;0.46;0.48;1.36;1.00;1.00
6;11055984009;4136512197;816455717;44690172;1.00;7930.20;18518.80;7.80;3.40;88.80;0.00;.03;92.32;0.44;0.50;1.31;1.00;1.00
7;10777456818;4017462970;778577113;43227568;3.80;7603.00;15098.60;7.00;3.20;90.00;0.00;0;92.48;0.31;0.46;1.26;3.80;1.00
8;10176096701;3967935392;766876397;39897068;1.00;8050.80;17184.40;7.60;3.20;89.00;0.00;0;91.20;1.22;0.67;1.28;1.00;1.00
9;11719947873;4289275372;842031636;43702790;3.00;8658.60;17054.60;7.80;3.20;88.60;0.00;0;91.56;0.58;0.58;1.22;3.00;1.00
10;11717951410;4392954853;865424868;46683763;1.00;5497.00;11705.40;5.60;2.60;91.60;0.00;0;91.26;0.55;0.56;1.17;1.00;1.00
