run;transfer_MB;bandwidth_Mbps;hops;avg_loss_pct;avg_latency_ms;avg_best_ms;avg_worst_ms;avg_stdev_ms;interfaz;rx_pps;tx_pps
1;230;193;8;0,00;14,88;15,12;14,25;17,38;enp6s18;4799;5410
2;217;182;8;1,25;15,50;15,12;14,25;17,38;enp6s18;5838;6670
3;203;171;8;5,00;15,00;14,75;14,25;17,12;enp6s18;4379;5109
4;198;166;8;3,75;14,62;15,88;14,25;20,88;enp6s18;4402;5107
5;202;170;8;2,50;16,00;15,12;14,38;16,88;enp6s18;4110;4631
6;216;182;8;1,25;15,12;15,12;14,12;17,25;enp6s18;5359;6170
7;192;161;8;10,00;15,75;16,25;14,38;20,12;enp6s18;3511;4021
8;14.7;12.3;8;12,50;15,50;16,00;14,38;22,25;enp6s18;8931;9026
9;220;185;8;6,25;15,12;16,50;14,38;28,00;enp6s18;2866;3599
10;193;162;8;7,50;14,75;15,38;14,38;18,38;enp6s18;5710;6864
